emotion,clean_text
anger,i dont talk about politics because people nowadays get offended easily
joy, shes jogging a bit to stay beside her puffing her cheeks with a huff each time oh jeez jasper why dont you 
anger,    hell defend his belt against aldo after its not that hard u grudge holding bitch
sadness,  i liked that she was not moping around in all of the episode she had a moment of emotional weakness felt sorry about 
anger, it wasnt a joke 
anger,now its time to remove cb from the team somehow screw it rip the bandaid off itll sting for a bit but everyone will get over it
joy,    gotta shake the booty instead though makes sure its all good 
anger, theyve officially said all the episodes left so future  and despair  and  will be delayed
anger,  whaaaat oh hell no i was jealous because you got paid to fuck but this is a whole new level  love conflicted
joy,watch this amazing lively broadcast by   musically
sadness,well my evaluation came back and i am minimally effective student test scores on the parcc sunk my eval its time for me to quit teaching
anger,the majority of people irritate the fuck out of me cba with people ahahah
joy,omg i actually thought she was going to jump  southpark southpark
optimism,never make a decision when youre angry and never make a promise when youre happy wisewords
joy, just watched you on the great wall hilarious 
anger,everything i see of american police training seems calculated to trample human dignity inflame outrage and escalate confrontations
joy, dhoni bcoz of is calmness nd match winning  finishers nd a proud miltirian dadhusband nd wonderful humanbeing nd his smile
anger,  the point of voting for trump to push all the pieces off the board game like an angry toddler wreck everything for everybody
anger,  very rare an officer just shoots without regard they dont want that on their conscience incite
anger,why tf do broke boys keep tryna find gfs get ur fuckin  right b i smack yo bitchass she deserves be happy amp u dont deserve that ass
joy, hey breezy you wanna give me some of that coffee you posted on your snap please
sadness, it would be great but what if the card crashes  its happened to me twice nightmare
sadness,there is nothing like being in the shower when the power goes out  creepy
anger, blood and mucus and he chokes and has to swallow mirth cut too short wrong answer it takes some awkward movements  
joy,im moving this weekend amp my sugar daddy will replace it so it is what it is niggas still happy
anger, your a joke i pay for data when im in spain and you then text and say ive used up all my data terrible service
sadness, if we dont understand how to express our emotions to others may lead to sadness  loneliness amp neg impact on long term mh mhchat
sadness, im so sorry this is heartbreaking and so scary if it can happen there it can happen anywhere please be safe 
sadness,  ive got teampaella presents on their way for you and fi but i dont think theyll arrive by saturday sadly 
optimism,a cheerful heart is good medicine but a crushed spirit dries up the bones a wicked man accepts a bribe in secret to pervert  justice
anger,the side effects of fighting and disrespect comes ignoring the person and show you dontcare at all sweet revenge
sadness,welfarereform should not be a model for snap
anger, but what i am doing is in my control avoidmmt  you guys are
optimism,i truly feel like science has the ability to make a milk out of anything  cashew milk hemp milk pine nut milk dandelion milk
anger,  her team must draw from a hat for daily personality drugged  yeller quiet screamer 
anger, isis references scrubbed  federal complaint against suspect in nyc nj bombings appears to omit terror names in bloody journ  news
joy,free live music in dc tonight  blues with moonshinesociety at  in the loft starting at pm  
anger,espn just assumed i wanted their free magazines
joy,i am a third year college student and and english major today is the first time ive ever written an essay without having a panic attack
sadness, dont leave me sad
sadness,honestly dont know why im so unhappy most of the time i just want it all to stop    itnevergoes
anger,i am real sjw i will not let america downni have found us now go and get usni let it out and i let it inni rage i loln
joy,the neighbor dancing in the clayton homes commercial is me hilarious
joy, yuuuhh  plus clin ep and prevmed ugghhh hahaha
anger, ended up paying p for half a tube of smarties dont even get the pleasure of popping the plastic lid off either outrage
